439;9;2;0;0;1.08;8644.61
447;40;2;0;1;0.4694;5822.29
523;32;2;0;1;0.6478;6288.57
797;59;1;0;1;7.5143;21669.58
797;68;1;0;0;2.3854;12514.04
812;68;1;0;0;0.5741;3823.56
917;59;1;0;1;1.2795;5153.4
966;32;2;0;1;3.022456419098143;5348.58
1022;17;2;0;1;0.4694;4119.82
1142;59;1;0;1;0.85;3355.77
1190;59;2;0;1;2.4615;15822.14
1270;9;2;0;0;2.48;9901.25
1270;94;2;0;0;0.37;6784.4
1592;32;2;0;1;3.022456419098143;5306.03
1777;59;1;0;1;0.3296;2783.78
2083;15;2;0;1;3.1748;13390.88
2083;26;2;0;1;6.9498;11960.31
2083;52;2;0;1;1.3394;12430.46
2083;59;1;0;1;8.74;13896.48
2360;59;2;0;1;6.2374;25078.71
2486;68;1;0;0;1.3553;8594.23
2584;52;1;0;1;0.9767;4641.6
2716;26;2;0;1;3.757;15228.44
2821;59;2;0;1;3.13;20586.24
2874;87;1;0;0;0.12;2611.24
2891;59;1;0;1;0.4741;4583.48
2913;52;2;0;1;2.11;11036.77
2916;17;1;0;1;3.8;7250.67
2916;17;2;0;1;3.8;11608.29
2916;32;2;0;1;2.33;10264.77
2916;59;2;0;1;1.26;10165.94
3014;17;1;0;1;0.4181;2719.9
3016;17;1;0;1;0.6886;3357.04
3032;59;1;0;1;0.2199;3235.72
3091;81;1;0;1;3.92;19224.58
3316;68;1;0;0;0.6748;3195.07
3494;59;1;0;1;0.2232;3238.41
3555;59;1;0;1;3.61;11405.13
3643;40;2;0;1;1.2752;10445.3
3710;59;1;0;1;0.5372;3851.93
3860;52;2;0;1;7.2346;23788.24
3931;17;1;0;1;1.2231;4382.71
4024;32;2;0;1;11.32;57297.02
4024;40;2;0;1;7.535;13305.43
4024;52;2;0;1;9.2677;31364.66
4024;59;2;0;1;13.86;13984.35
4024;81;2;0;1;13.86;48791.24
4024;87;2;0;0;5.7053;48601.1
4032;87;1;0;0;0.9378;2649.76
4052;17;2;0;1;4.68;19677.39
4377;9;2;0;0;1.8048;7391.1
4907;9;2;0;0;1.95;12750.87
4926;32;2;0;1;1.18;7539.45
4990;15;2;0;1;1.4444;9090.3
5062;9;2;0;0;0.0267;4100.48
5062;59;2;0;1;0.0531;5112.74
5142;17;2;0;1;0.3247;4273.34
5142;52;2;0;1;0.7606;6397.55
5142;59;2;0;1;0.5946;5442.05
5276;59;1;0;1;0.2343;3351.04
5377;40;2;0;1;1.6499;6535.01
5462;81;1;0;1;0.4257;2805.36
5498;15;2;0;1;1.1028;9392.93
5548;59;2;0;1;0.2908;4380.22
5638;59;1;0;1;0.7415;3590.87
5696;59;1;0;1;7.62;7383.98
5760;40;2;0;1;1.1759;10858.44
5844;26;1;0;1;1.81;9382.54
5844;26;2;0;1;1.81;14462.35
5897;15;2;0;1;2.1251;10790.24
6132;52;2;0;1;0.11;3706.3
6307;17;1;0;1;1.176;5751.86
6454;94;2;0;0;4.7932;19650.04
6732;59;1;0;1;0.1649;2791.66
6950;59;2;0;1;0.0304;5891.66
7104;9;2;0;0;0.5047;6133.43
8269;32;2;0;1;1.54;14467.21
8623;26;2;0;1;0.57;4886.55
8690;43;2;0;0;0.5118;4871.57
8954;32;2;0;1;0.76;5760.27
8982;17;2;0;1;0.6629;4965.65
8986;59;2;0;1;0.3962;5026.76
9006;59;2;0;1;1.43;7402.38
9086;26;2;0;1;0.78;5130.11
9086;52;2;0;1;0.78;6237.63
9158;9;2;0;0;2.06;9098.39
9209;59;2;0;1;0.6762;4521.47
9270;15;2;0;1;3.3018;20396.21
9270;94;2;0;0;1.1171;10990.68
9474;68;1;0;0;0.146;2533.34
9594;59;1;0;1;0.1325;2744.8
9609;17;1;0;1;1.02;4176.81
9609;59;1;0;1;0.86;2128.73
9609;59;2;0;1;0.86;4484.89
9613;55;2;0;1;2.36;10090.39
9925;26;2;0;1;2.5987;19569.66
9932;52;2;0;1;1.7096;8475.55
9944;17;2;0;1;1.1741;12051.2
9944;32;2;0;1;1.05;7105.08
10091;87;1;0;0;0.5375;3782.43
10117;59;2;0;1;0.406;5166.83
10376;9;2;0;0;9.8;21273.34
10376;59;2;0;1;10.31;32800.4
10547;15;2;0;1;1.4118;5549.74
10999;32;2;0;1;3.022456419098143;5708.58
11208;40;2;0;1;3.4767;20760.75
11220;15;2;0;1;1.81;13322.44
11220;17;1;0;1;2.37;4296.62
11220;87;2;0;0;2.02;10141.5
11395;17;1;0;1;5.2841;18377.6
11395;59;1;0;1;4.56;13742.92
11536;32;2;0;1;1.26;8663.59
11559;17;1;0;1;0.43;4168.89
11587;9;2;0;0;7.9236;13416.32
11587;59;1;0;1;3.0067;3397.51
12086;87;1;0;0;3.1242;7077.96
12574;32;2;0;1;1.6587;10634.56
12592;59;1;0;1;0.0833;2427.0
12622;17;2;0;1;1.6486;8057.95
12869;87;2;0;0;3.9;27609.64
12869;94;2;0;0;3.0351;19252.3
12930;40;1;0;1;0.87;2459.86
12970;17;1;0;1;0.5989;5164.12
13040;9;2;0;0;2.9139;14556.87
13054;59;2;0;1;1.3815;9503.49
13054;81;2;0;1;1.3815;10820.37
13154;15;2;0;1;2.67;10112.2
13199;68;1;0;0;0.212;3802.98
13303;32;2;0;1;0.8186;7019.88
13313;17;1;0;1;1.85;4694.61
13313;17;2;0;1;1.85;6410.09
13313;32;2;0;1;4.5686;16616.08
13333;94;2;0;0;1.4597;12014.74
13439;32;2;0;1;3.022456419098143;5528.39
13581;17;1;0;1;1.8995;9064.64
13708;52;2;0;1;1.13;7846.18
13751;52;2;0;1;4.83;29275.27
13802;59;2;0;1;0.2067;4302.47
13822;59;2;0;1;0.42;6342.93
13847;87;1;0;0;0.9759;3484.58
13871;17;1;0;1;1.4984;4559.85
13871;32;1;0;1;1.0534;4988.04
13871;32;2;0;1;1.0534;10679.91
13871;59;1;0;1;1.41;4541.21
13871;68;1;0;0;0.7219;7995.5
13981;68;1;0;0;4.51;17338.9
14424;94;2;0;0;0.2933;6600.7
14470;17;2;0;1;2.7919;17266.38
14470;32;2;0;1;6.1315;59813.98
14470;59;2;0;1;0.7824;9814.66
14735;26;2;0;1;1.3853;6895.89
14843;43;2;0;0;2.74;9220.5
14843;62;2;0;0;9.6708;32132.36
14843;87;2;0;0;6.28;43200.46
15217;23;2;0;1;2.3286;11166.0
15217;32;2;0;1;2.13;9899.98
15228;81;2;0;1;0.7268;5937.52
15328;59;2;0;1;0.3999;4952.37
15443;87;1;0;0;0.37;4186.81
15770;32;2;0;1;0.3742;6158.46
16282;59;2;0;1;0.7494;5610.09
16488;32;2;0;1;2.7417;17106.2
16692;32;2;0;1;3.7134;15999.8
16692;59;2;0;1;3.7134;7417.85
16785;15;2;0;1;1.8399;7339.61
16785;52;2;0;1;0.84;3971.16
16785;81;2;0;1;0.97;5273.56
16864;32;2;0;1;13.5944;71568.3
16921;40;2;0;1;3.126;19529.39
16975;23;2;0;1;2.2777;10555.43
17034;59;1;0;1;0.83;3864.17
17043;23;2;0;1;2.709;17957.13
17068;68;1;0;0;0.3;4162.96
17183;43;2;0;0;0.89;7223.99
17321;9;1;0;0;0.6409;4487.79
17321;59;1;0;1;0.162;3111.72
17343;59;2;0;1;0.1866;5179.1
17378;17;1;0;1;0.15;2229.04
17407;59;1;0;1;1.8279;8894.86
17422;17;1;0;1;0.2956;2753.48
17434;17;1;0;1;0.2711;2187.95
17552;59;1;0;1;0.5619;3245.43
17552;68;1;0;0;0.7814;2743.39
17818;17;1;0;1;0.17;2406.22
17977;92;1;0;0;1.3546;15327.65
18082;32;2;0;1;2.6331;20146.88
18094;59;2;0;1;0.1364;4541.26
18103;59;2;0;1;2.2225;8967.54
18139;52;2;0;1;1.5088;8369.15
18158;81;1;0;1;1.85;5535.67
18158;81;2;0;1;1.85;9968.5
18318;81;2;0;1;0.8953;7195.12
18372;32;2;0;1;0.706;10679.42
18408;59;2;0;1;0.502;5533.58
18410;32;2;0;1;1.03;6181.21
18438;59;2;0;1;4.3138;20198.91
18515;32;2;0;1;0.0799;3912.91
18581;59;2;0;1;0.2045;5011.34
18632;52;1;0;1;8.0;9176.45
18632;52;2;0;1;8.0;33276.68
18642;59;1;0;1;1.2036;4088.01
19067;59;1;0;1;0.525;2867.45
19067;68;1;0;0;0.525;6214.44
19179;15;2;0;1;1.956;15570.93
19272;81;1;1;1;1.88;4362.58
19515;32;2;0;1;5.0139;30567.37
19605;17;1;0;1;5.2251;11559.15
19679;15;2;0;1;3.14;21116.49
19679;32;2;0;1;4.6865;32623.82
19679;52;2;0;1;2.6172;19086.21
19679;81;2;0;1;2.1638;18258.49
19740;17;2;0;1;1.32;8358.1
19740;32;2;0;1;0.39;4029.02
20041;40;2;0;1;2.919;23808.84
20041;59;2;0;1;9.8532;61878.29
20041;65;2;0;1;3.657;38060.86
20082;15;2;0;1;1.47;7591.72
20253;59;2;0;1;0.4484;5749.14
20693;4;2;1;1;7.175;16927.92
20693;15;2;1;1;5.75;25616.19
20693;52;2;1;1;3.23;12532.4
20780;59;1;0;1;0.8091;3728.14
20881;17;1;0;1;0.41;3261.52
20934;59;1;0;1;2.79;3091.86
20943;32;2;0;1;3.022456419098143;5743.13
21119;59;1;0;1;0.2074;2548.51
21215;17;1;0;1;0.2345;3426.02
21394;52;2;0;1;0.342;4456.98
21481;52;2;0;1;0.2451;4960.68
21798;59;1;0;1;2.0239;6423.31
21807;59;1;0;1;1.0247;4128.38
22092;59;1;0;1;1.2258;4201.29
22294;17;1;0;1;0.4757;3556.9
22630;59;1;0;1;0.8301;7484.76
22639;40;2;0;1;0.2811;6415.64
22768;59;1;0;1;0.8675;3229.6
22879;17;1;0;1;1.65;8637.43
22879;87;1;0;0;1.67;11162.11
22976;32;2;0;1;1.8964;15082.43
23093;40;2;0;1;2.8415;17479.98
23093;52;1;0;1;1.1341;5589.65
23093;52;2;0;1;1.1341;10033.04
23421;17;1;0;1;0.83;3590.37
23630;17;1;0;1;1.5357;6615.36
23668;59;2;0;1;1.19;12165.9
23812;59;2;0;1;0.3129;5407.59
23846;59;2;0;1;1.2593;8480.03
23942;81;2;0;1;0.5728;5534.73
23974;59;1;0;1;0.5851;4255.07
23983;32;2;0;1;3.022456419098143;5644.77
24065;94;2;0;0;2.08;12946.34
24195;87;1;0;0;0.675;3934.28
24195;87;2;0;0;0.6807;7187.33
24382;17;2;0;1;0.78;4587.54
24392;40;2;0;1;0.6393;6594.06
24404;32;2;0;1;8.51;26591.97
24404;81;2;0;1;8.51;19722.7
24945;32;2;0;1;0.6863;6287.53
24951;17;1;0;1;0.9481;3191.97
25015;32;1;0;1;1.5964;4912.48
25015;32;2;0;1;1.5964;15170.96
25026;9;2;0;0;2.409;8653.39
25104;23;2;0;1;2.2612;15715.94
25104;52;2;0;1;3.6197;24135.27
25104;59;2;0;1;3.4845;25657.24
25377;59;1;0;1;2.5375;4030.37
25422;59;1;0;1;1.8072;4296.09
25422;68;1;0;0;1.2775;4695.53
25627;26;2;0;1;0.6838;7261.87
